Genotype,Y,S1,S2,S3,S6,NP1,NP2,NP3,NP4,KR
308,0.831849352,87.46666667,5083.2,256.7272727,3.616161616,48.16666667,0.583333333,0.640193435,0.883501684,182
309,0.875192129,3.933333333,10.7,0.170653907,0.054226475,38.66666667,0.659744409,0.174974012,0.012546518,30
310,0.872038813,8.533333333,52.26666667,0.854961832,0.098146129,49.5,0.638843426,0.242810521,0.027917121,97
311,0.838696444,87.4,5223.5,213.2040816,3.093877551,64.16666667,0.54454023,0.559620466,0.713469388,176
312,0.840136202,66.66666667,3120.666667,108.6078886,1.897911833,39.5,0.305641026,0.346293047,0.464037123,117
313,0.833702213,101.7333333,7158.4,357.92,4.5,73.5,0.793650794,0.849230043,1.017333333,240
314,0.845590317,82,5196,196.8181818,2.378787879,44.83333333,0.624183007,0.493751449,0.621212121,415
315,0.874603642,106,15944.26667,308.2010309,1.992268041,54.33333333,0.328486807,0.361351328,0.409793814,423
316,0.853758196,105.8,8822.966667,253.7766059,2.168744008,48.83333333,0.394927536,0.435625876,0.608628955,413
317,0.855854619,34.33333333,798.1666667,17.21423436,0.582314881,48.5,0.568452381,0.293723548,0.148094896,128
318,0.858296068,35.26666667,843.9,16.91182365,0.553106212,33.66666667,0.566990291,0.21624723,0.141349365,74
319,0.799750854,8.266666667,50.66666667,34.54545455,5.181818182,66.66666667,43.77777778,12.65098892,1.127272727,578
320,0.83243705,85.73333333,4891.6,249.5714286,3.693877551,59.5,0.591503268,0.708865489,0.874829932,198
321,0.857333764,102.4,9437.6,248.3578947,2.052631579,47.66666667,0.275729647,0.415708039,0.538947368,420
322,0.85897756,29.13333333,1078.566667,20.91596639,0.518422754,39.83333333,0.588271605,0.195884293,0.112992889,65
323,0.854023041,29.86666667,608.8,13.65022422,0.511210762,46.66666667,0.496659243,0.26093449,0.133931241,97
324,0.854919971,36.46666667,1057.9,22.94793926,0.720173536,44,0.544534413,0.240875347,0.158206797,93
70,0.865416331,128.0666667,13632.7,309.1315193,2.181405896,57.16666667,0.324561404,0.400091658,0.580801209,416
131,0.853297604,139.2666667,15484.16667,816.3884007,6.65026362,125.8333333,4.903225806,1.412604102,1.468541301,635
132,0.865312384,151.9333333,20674.3,554.2707775,3.978552279,85.16666667,0.401459854,0.640336738,0.814655943,578
154,0.867429698,153.5333333,21656.96667,1129.928696,7.916521739,124,131.8333333,1.417693219,1.602086957,647
159,0.841188475,88.33333333,5993.5,495.3305785,5.900826446,123.5,5.235294118,2.177753469,1.460055096,635
175,0.836644914,90.6,5519.766667,327.9069307,4.384158416,55.33333333,1.469601677,0.786215923,1.076435644,436
184,0.835918654,92.13333333,6336.666667,475.25,5.9,71.66666667,6.098039216,1.477227132,1.382,578
215,0.864187356,121.8666667,12759.46667,292.2015267,1.99389313,65.5,0.364518365,0.426337757,0.558167939,432
228,0.847859625,150.4,16606.66667,613.546798,5.157635468,75.83333333,0.827995255,0.642282409,1.111330049,438
250,0.830514147,59.6,2598.266667,297.5114504,5.618320611,67.66666667,9.113333333,2.188511144,1.364885496,578
260,0.827227342,50.53333333,1838.4,143.625,3.3125,40,1.920245399,0.820969479,0.789583333,414
271,0.849244577,129.5333333,11365.5,487.7896996,4.592274678,79.33333333,1.324110672,0.942913235,1.111874106,577
284,0.847872834,82.06666667,5745.366667,199.2612717,1.986127168,46.66666667,0.515541265,0.500106574,0.569248555,411
287,0.846897296,86.66666667,5719.866667,206.7421687,2.424096386,42.33333333,0.499480789,0.487325196,0.626506024,415
294,0.85984099,103.8,10834.7,262.3414044,2.082324455,43.66666667,0.257217848,0.389669222,0.502663438,419
300,0.883436911,108.1333333,17069.46667,318.856787,1.99252802,50.66666667,0.327613105,0.35503046,0.403985056,423
