Genotype,Y,S1,S2,S3,S6,NP1,NP2,NP3,NP4,KR
310,2.810812492,72.6,3946.3,76.33075435,1.191489362,78,0.43006993,0.322885472,0.280851064,138
311,2.771292007,71.53333333,4934.966667,98.63357761,1.137908061,72.16666667,0.457809695,0.298155977,0.285942705,116
312,2.254863826,71.13333333,3491.366667,213.3217923,3.234215886,44.33333333,0.791366906,0.632873828,0.869246436,207
313,2.13346015,66,3407.866667,273.3582888,3.700534759,54,1.257309942,0.950954915,1.058823529,227
314,2.811690592,119.5333333,13292.7,296.0512249,2.200445434,58.83333333,0.281818182,0.388239,0.532442465,375
315,2.444876242,111.4666667,8543.466667,352.0659341,3.989010989,53,0.676691729,0.540818178,0.918681319,377
316,2.551134008,94.26666667,7519.866667,231.6180698,2.39835729,44.16666667,0.290108063,0.413839216,0.580698152,374
317,2.443252254,66.4,2925.866667,97.74610245,1.559020045,45.66666667,0.289115646,0.403732812,0.443652561,152
318,2.456476879,92.93333333,5886.4,180.5644172,2.159509202,56,0.386319846,0.390035899,0.570143149,136
319,2.952427753,167.2666667,23217.5,590.7760814,3.979643766,89.33333333,0.389993972,0.61474947,0.851229856,565
320,2.397500035,72.2,3526.566667,136.5122581,2.206451613,40.66666667,0.365942029,0.412378699,0.558967742,166
321,2.417600122,77.26666667,4273.766667,186.0856313,2.484760522,34.83333333,0.753180662,0.46176889,0.672859216,335
322,2.42138466,71.66666667,3693.9,135.3076923,1.978021978,55.66666667,0.384297521,0.571939702,0.525030525,211
323,2.448154337,69.4,3269.9,105.8220065,1.909385113,51.5,0.338624339,0.385185783,0.449190939,119
324,2.622044597,61,2494.166667,59.15019763,1.10513834,56.66666667,0.42881072,0.35821705,0.289328063,149
70,2.45467826,111.4,8709.1,321.3690037,2.819188192,44,0.702797203,0.459958819,0.822140221,335
131,2.214364167,63.13333333,3883.9,504.4025974,6.545454545,118,15.19230769,3.286806337,1.63982684,613
132,2.805023813,161,20048.3,555.3545706,3.977839335,87.16666667,0.450067476,0.645640684,0.891966759,576
154,2.604450978,148.8,20180.26667,1092.794224,7.913357401,123.5,128.6666667,1.464397392,1.611552347,645
159,2.540203649,138.2666667,15067.86667,668.6923077,5.946745562,122.6666667,1.195512821,1.161825693,1.227218935,627
175,2.43698678,137,12602.7,518.6296296,4.551440329,57.16666667,1.156565657,0.549260684,1.127572016,388
184,2.702938904,155.0666667,18530.8,535.5722543,3.976878613,81.16666667,0.510218464,0.650226215,0.896339114,575
215,2.682719494,150.1333333,15483.46667,443.2290076,3.687022901,82.16666667,0.602996255,0.521143513,0.859541985,405
228,2.518860782,118.8666667,9382.166667,317.3224352,2.861330327,55.33333333,0.602298851,0.478058325,0.804058625,387
250,2.328931822,86.86666667,5064.566667,325.3468951,4.509635974,70.66666667,2.568888889,1.237205659,1.116059957,576
260,2.585093855,113.4,9944.7,275.4764543,2.443213296,58,0.353365385,0.424075105,0.628254848,382
271,2.543612363,149.5333333,15268.3,598.7568627,4.682352941,79.33333333,1.356269113,0.826706187,1.172810458,577
284,2.511329327,121.3333333,10573.06667,344.773913,3.32173913,55,0.428079242,0.457354313,0.791304348,379
287,2.196781986,71.6,3617.866667,313.6878613,5.202312139,46.16666667,3.739316239,0.923413797,1.241618497,305
294,2.376056963,66.4,3288.666667,159.1290323,2.438709677,31.66666667,0.97037037,0.475595907,0.642580645,303
300,2.277859899,105.6,9708.266667,601.7520661,4.975206612,42,2.679245283,0.68827397,1.309090909,313
